artist,day,day_index,detail_link,stage,year
"SOIL&""PIMP""SESSIONS",12/31,4,,ASTRO ARENA,2011
HALCALI,12/31,4,,ASTRO ARENA,2011
androp,12/31,4,,ASTRO ARENA,2011
capsule,12/31,4,,ASTRO ARENA,2011
YAPAN a.k.a. Yosuke Hiroyama(RYUKYUDISKO),12/31,4,,ASTRO ARENA,2011
片平実(Getting Better),12/31,4,,ASTRO ARENA,2011
ダイノジ,12/31,4,,ASTRO ARENA,2011
やついいちろう(エレキコミック),12/31,4,,ASTRO ARENA,2011
前田博章(puke!),12/31,4,,ASTRO ARENA,2011
保坂壮彦(soultoday),12/31,4,,ASTRO ARENA,2011
HY,12/28,1,,EARTH STAGE,2012
9mm Parabellum Bullet,12/28,1,,EARTH STAGE,2012
MONGOL800,12/28,1,,EARTH STAGE,2012
Perfume,12/28,1,,EARTH STAGE,2012
地球三兄弟,12/28,1,,EARTH STAGE,2012
木村カエラ,12/28,1,,EARTH STAGE,2012
ASIAN KUNG-FU GENERATION,12/28,1,,EARTH STAGE,2012
miwa,12/28,1,,GALAXY STAGE,2012
きゃりーぱみゅぱみゅ,12/28,1,/wiki/%E3%81%8D%E3%82%83%E3%82%8A%E3%83%BC%E3%81%B1%E3%81%BF%E3%82%85%E3%81%B1%E3%81%BF%E3%82%85,GALAXY STAGE,2012
星野源,12/28,1,,GALAXY STAGE,2012
[Champagne],12/28,1,,GALAXY STAGE,2012
MAN WITH A MISSION,12/28,1,,GALAXY STAGE,2012
BIGMAMA,12/28,1,,GALAXY STAGE,2012
BUCK-TICK,12/28,1,,GALAXY STAGE,2012
the telephones,12/28,1,,GALAXY STAGE,2012
Czecho No Republic,12/28,1,/wiki/Czecho_No_Republic,COSMO STAGE,2012
岩崎愛,12/28,1,,COSMO STAGE,2012
MONOBRIGHT,12/28,1,,COSMO STAGE,2012
MERRY,12/28,1,,COSMO STAGE,2012
髭,12/28,1,,COSMO STAGE,2012
家入レオ,12/28,1,/wiki/%E5%AE%B6%E5%85%A5%E3%83%AC%E3%82%AA,COSMO STAGE,2012
クリープハイプ,12/28,1,,COSMO STAGE,2012
locofrank,12/28,1,,COSMO STAGE,2012
avengers in sci-fi,12/28,1,,MOON STAGE,2012
ザ50回転ズ,12/28,1,,MOON STAGE,2012
N'夙川BOYS,12/28,1,,MOON STAGE,2012
The Beatmoss,12/28,1,,MOON STAGE,2012
the cabs,12/28,1,,MOON STAGE,2012
Hello Sleepwalkers,12/28,1,,MOON STAGE,2012
WEAVER,12/28,1,,MOON STAGE,2012
電大,12/28,1,,MOON STAGE,2012
西村道男（Parade）,12/28,1,,ASTRO ARENA,2012
遠藤孝行（FREAK AFFAIR）,12/28,1,,ASTRO ARENA,2012
保坂壮彦（soultoday）,12/28,1,,ASTRO ARENA,2012
HALCALI,12/28,1,,ASTRO ARENA,2012
ハヤシヒロユキ（POLYSICS）,12/28,1,,ASTRO ARENA,2012
上江洌.清作&The BK Sounds!!,12/28,1,,ASTRO ARENA,2012
WORLD ORDER,12/28,1,/wiki/WORLD_ORDER,ASTRO ARENA,2012
八王子P,12/28,1,,ASTRO ARENA,2012
NICO Touches the Walls,12/29,2,,EARTH STAGE,2012
フジファブリック,12/29,2,,EARTH STAGE,2012
ACIDMAN,12/29,2,,EARTH STAGE,2012
KREVA,12/29,2,,EARTH STAGE,2012
マキシマム ザ ホルモン,12/29,2,,EARTH STAGE,2012
サカナクション,12/29,2,,EARTH STAGE,2012
RIP SLYME,12/29,2,,EARTH STAGE,2012
GOOD4NOTHING,12/29,2,,GALAXY STAGE,2012
Nothing's Carved In Stone,12/29,2,,GALAXY STAGE,2012
山崎まさよし,12/29,2,/wiki/%E5%B1%B1%E5%B4%8E%E3%81%BE%E3%81%95%E3%82%88%E3%81%97,GALAXY STAGE,2012
ヒダカトオル（BAND SET）,12/29,2,,GALAXY STAGE,2012
高橋優,12/29,2,,GALAXY STAGE,2012
ZAZEN BOYS,12/29,2,,GALAXY STAGE,2012
dustbox,12/29,2,,GALAXY STAGE,2012
SHAKALABBITS,12/29,2,,GALAXY STAGE,2012
HINTO,12/29,2,,COSMO STAGE,2012
Galileo Galilei,12/29,2,,COSMO STAGE,2012
B-DASH,12/29,2,,COSMO STAGE,2012
甲斐バンド,12/29,2,,COSMO STAGE,2012
HEY-SMITH,12/29,2,/wiki/HEY-SMITH,COSMO STAGE,2012
ZIGZO,12/29,2,,COSMO STAGE,2012
日本マドンナ,12/29,2,,COSMO STAGE,2012
フラワーカンパニーズ,12/29,2,,COSMO STAGE,2012
The Flickers,12/29,2,/wiki/The_Flickers,MOON STAGE,2012
長澤知之,12/29,2,,MOON STAGE,2012
DEAD END,12/29,2,/wiki/DEAD_END_(%E3%83%90%E3%83%B3%E3%83%89),MOON STAGE,2012
SEAMO,12/29,2,,MOON STAGE,2012
TRICERATOPS,12/29,2,,MOON STAGE,2012
Hermann H.&The Pacemakers,12/29,2,/wiki/Hermann_H.%26The_Pacemakers,MOON STAGE,2012
Crossfaith,12/29,2,/wiki/Crossfaith,MOON STAGE,2012
plenty,12/29,2,,MOON STAGE,2012
遠藤孝行（FREAK AFFAIR）,12/29,2,,ASTRO ARENA,2012
前田博章（puke!）,12/29,2,,ASTRO ARENA,2012
石毛輝（the telephones）,12/29,2,,ASTRO ARENA,2012
アーバンギャルド,12/29,2,,ASTRO ARENA,2012
グレートマエカワ（フラワーカンパニーズ）,12/29,2,,ASTRO ARENA,2012
ダイノジ,12/29,2,,ASTRO ARENA,2012
UL,12/29,2,,ASTRO ARENA,2012
ピエール中野（凛として時雨）,12/29,2,,ASTRO ARENA,2012
チャットモンチー,12/30,3,,EARTH STAGE,2012
ORANGE RANGE,12/30,3,,EARTH STAGE,2012
阿部真央,12/30,3,,EARTH STAGE,2012
氣志團,12/30,3,,EARTH STAGE,2012
ザ・クロマニヨンズ,12/30,3,,EARTH STAGE,2012
グループ魂,12/30,3,,EARTH STAGE,2012
10-FEET,12/30,3,,EARTH STAGE,2012
TOTALFAT,12/30,3,,GALAXY STAGE,2012
HUSKING BEE,12/30,3,,GALAXY STAGE,2012
佐野元春 & THE COYOTE BAND,12/30,3,,GALAXY STAGE,2012
GOING UNDER GROUND,12/30,3,,GALAXY STAGE,2012
androp,12/30,3,,GALAXY STAGE,2012
スガシカオ,12/30,3,,GALAXY STAGE,2012
LOW IQ 01 & MASTER LOW,12/30,3,,GALAXY STAGE,2012
モーモールルギャバン,12/30,3,,GALAXY STAGE,2012
cero,12/30,3,,COSMO STAGE,2012
石鹸屋,12/30,3,/wiki/%E7%9F%B3%E9%B9%B8%E5%B1%8B_(%E3%83%90%E3%83%B3%E3%83%89),COSMO STAGE,2012
FRONTIER BACKYARD,12/30,3,,COSMO STAGE,2012
宇宙まお,12/30,3,/wiki/%E5%AE%87%E5%AE%99%E3%81%BE%E3%81%8A,COSMO STAGE,2012
MEANING,12/30,3,,COSMO STAGE,2012
OGRE YOU ASSHOLE,12/30,3,,COSMO STAGE,2012
曽我部恵一BAND,12/30,3,,COSMO STAGE,2012
ねごと,12/30,3,,COSMO STAGE,2012
清竜人,12/30,3,,MOON STAGE,2012
TRIPLANE,12/30,3,,MOON STAGE,2012
Rabbit,12/30,3,/wiki/Rabbit_(%E3%83%90%E3%83%B3%E3%83%89),MOON STAGE,2012
GLORY HILL,12/30,3,,MOON STAGE,2012
東京カランコロン,12/30,3,/wiki/%E6%9D%B1%E4%BA%AC%E3%82%AB%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%AD%E3%83%B3,MOON STAGE,2012
PES,12/30,3,/wiki/PES,MOON STAGE,2012
ROTTENGRAFFTY,12/30,3,,MOON STAGE,2012
WHITE ASH,12/30,3,,MOON STAGE,2012
前田博章（puke!）,12/30,3,,ASTRO ARENA,2012
初音ミク×TeddyLoid,12/30,3,/wiki/%E5%88%9D%E9%9F%B3%E3%83%9F%E3%82%AF,ASTRO ARENA,2012
"松田""CHABE""岳二（CUBISMO GRAFICO）＆PANORAMA FAMILY",12/30,3,,ASTRO ARENA,2012
片平実（Getting Better）,12/30,3,,ASTRO ARENA,2012
Bunta＆Kuboty（TOTALFAT）,12/30,3,,ASTRO ARENA,2012
神啓文（FREE THROW）,12/30,3,,ASTRO ARENA,2012
RHYMESTER,12/30,3,,ASTRO ARENA,2012
capsule,12/30,3,,ASTRO ARENA,2012
吉川晃司,12/31,4,/wiki/%E5%90%89%E5%B7%9D%E6%99%83%E5%8F%B8,EARTH STAGE,2012
THE BAWDIES,12/31,4,,EARTH STAGE,2012
Base Ball Bear,12/31,4,,EARTH STAGE,2012
the HIATUS,12/31,4,,EARTH STAGE,2012
DIR EN GREY,12/31,4,,EARTH STAGE,2012
吉井和哉,12/31,4,,EARTH STAGE,2012
くるり,12/31,4,,EARTH STAGE,2012
POLYSICS,12/31,4,,EARTH STAGE,2012
UNISON SQUARE GARDEN,12/31,4,,GALAXY STAGE,2012
the band apart,12/31,4,,GALAXY STAGE,2012
三浦大知,12/31,4,,GALAXY STAGE,2012
ドレスコーズ,12/31,4,/wiki/%E3%83%89%E3%83%AC%E3%82%B9%E3%82%B3%E3%83%BC%E3%82%BA,GALAXY STAGE,2012
BONNIE PINK,12/31,4,/wiki/BONNIE_PINK,GALAXY STAGE,2012
藤巻亮太,12/31,4,/wiki/%E8%97%A4%E5%B7%BB%E4%BA%AE%E5%A4%AA,GALAXY STAGE,2012
back number,12/31,4,,GALAXY STAGE,2012
The Mirraz,12/31,4,,GALAXY STAGE,2012
People In The Box,12/31,4,,GALAXY STAGE,2012
bonobos,12/31,4,,GALAXY STAGE,2012
OKAMOTO'S,12/31,4,,GALAXY STAGE,2012
ART-SCHOOL,12/31,4,,GALAXY STAGE,2012
FLiP,12/31,4,,COSMO STAGE,2012
きのこ帝国,12/31,4,/wiki/%E3%81%8D%E3%81%AE%E3%81%93%E5%B8%9D%E5%9B%BD,COSMO STAGE,2012
真空ホロウ,12/31,4,,COSMO STAGE,2012
溝渕文,12/31,4,,COSMO STAGE,2012
DOES,12/31,4,,COSMO STAGE,2012
さめざめ,12/31,4,,COSMO STAGE,2012
lecca,12/31,4,,COSMO STAGE,2012
女王蜂,12/31,4,,COSMO STAGE,2012
アルカラ,12/31,4,,COSMO STAGE,2012
小林太郎,12/31,4,,COSMO STAGE,2012
BYEE the ROUND,12/31,4,/wiki/BYEE_the_ROUND,COSMO STAGE,2012
HaKU,12/31,4,/wiki/HaKU,COSMO STAGE,2012
忘れらんねえよ,12/31,4,/wiki/%E5%BF%98%E3%82%8C%E3%82%89%E3%82%93%E3%81%AD%E3%81%88%E3%82%88,COSMO STAGE,2012
te',12/31,4,,MOON STAGE,2012
the day,12/31,4,,MOON STAGE,2012
中田裕二,12/31,4,,MOON STAGE,2012
笹木ヘンドリクス,12/31,4,,MOON STAGE,2012
渋沢葉,12/31,4,/wiki/%E6%B8%8B%E6%B2%A2%E8%91%89,MOON STAGE,2012
さよなら、また今度ね,12/31,4,,MOON STAGE,2012
Scott & Rivers（From ALLiSTER & weezer）,12/31,4,,MOON STAGE,2012
LAST ALLIANCE,12/31,4,,MOON STAGE,2012
音速ライン,12/31,4,,MOON STAGE,2012
ソウル・フラワー・ユニオン,12/31,4,,MOON STAGE,2012
小南泰葉,12/31,4,/wiki/%E5%B0%8F%E5%8D%97%E6%B3%B0%E8%91%89,MOON STAGE,2012
OverTheDogs,12/31,4,,MOON STAGE,2012
THE BOHEMIANS,12/31,4,/wiki/THE_BOHEMIANS,MOON STAGE,2012
神啓文（FREE THROW）,12/31,4,,ASTRO ARENA,2012
西村道男（Parade）,12/31,4,,ASTRO ARENA,2012
"サイトウ""JxJx""ジュン（YOUR SONG IS GOOD）",12/31,4,,ASTRO ARENA,2012
TAKUMA（10-FEET）,12/31,4,,ASTRO ARENA,2012
group_inou,12/31,4,,ASTRO ARENA,2012
保坂壮彦（soultoday）,12/31,4,,ASTRO ARENA,2012
DJ KAYA,12/31,4,,ASTRO ARENA,2012
片平実（Getting Better）,12/31,4,,ASTRO ARENA,2012
やついいちろう（エレキコミック）,12/31,4,,ASTRO ARENA,2012
中川翔子,12/31,4,,ASTRO ARENA,2012
初音ミク×Teddyloid,12/31,4,,ASTRO ARENA,2012
ORANGE RANGE,12/28,1,/wiki/ORANGE_RANGE,EARTH STAGE,2013
[Champagne],12/28,1,,EARTH STAGE,2013
斉藤和義,12/28,1,/wiki/%E6%96%89%E8%97%A4%E5%92%8C%E7%BE%A9,EARTH STAGE,2013
フジファブリック,12/28,1,/wiki/%E3%83%95%E3%82%B8%E3%83%95%E3%82%A1%E3%83%96%E3%83%AA%E3%83%83%E3%82%AF,EARTH STAGE,2013
きゃりーぱみゅぱみゅ,12/28,1,/wiki/%E3%81%8D%E3%82%83%E3%82%8A%E3%83%BC%E3%81%B1%E3%81%BF%E3%82%85%E3%81%B1%E3%81%BF%E3%82%85,EARTH STAGE,2013
9mm Parabellum Bullet,12/28,1,/wiki/9mm_Parabellum_Bullet,EARTH STAGE,2013
くるり,12/28,1,/wiki/%E3%81%8F%E3%82%8B%E3%82%8A,EARTH STAGE,2013
前田敦子,12/28,1,/wiki/%E5%89%8D%E7%94%B0%E6%95%A6%E5%AD%90,GALAXY STAGE,2013
奥田民生,12/28,1,/wiki/%E5%A5%A5%E7%94%B0%E6%B0%91%E7%94%9F,GALAXY STAGE,2013
HEY-SMITH,12/28,1,/wiki/HEY-SMITH,GALAXY STAGE,2013
the band apart,12/28,1,/wiki/The_band_apart,GALAXY STAGE,2013
高橋優,12/28,1,/wiki/%E9%AB%98%E6%A9%8B%E5%84%AA,GALAXY STAGE,2013
KEMURI,12/28,1,/wiki/KEMURI,GALAXY STAGE,2013
dustbox,12/28,1,/wiki/Dustbox,GALAXY STAGE,2013
BIGMAMA,12/28,1,/wiki/BIGMAMA,GALAXY STAGE,2013
SEBASTIAN X,12/28,1,/wiki/SEBASTIAN_X,COSMO STAGE,2013
パスピエ,12/28,1,/wiki/%E3%83%91%E3%82%B9%E3%83%94%E3%82%A8_(%E3%83%90%E3%83%B3%E3%83%89),COSMO STAGE,2013
黒木渚,12/28,1,/wiki/%E9%BB%92%E6%9C%A8%E6%B8%9A,COSMO STAGE,2013
Large House Satisfaction,12/28,1,,COSMO STAGE,2013
The Flickers,12/28,1,/wiki/The_Flickers,COSMO STAGE,2013
Salley,12/28,1,/wiki/Salley,COSMO STAGE,2013
PUFFY,12/28,1,/wiki/PUFFY,COSMO STAGE,2013
BUZZ THE BEARS,12/28,1,,COSMO STAGE,2013
BLUE ENCOUNT,12/28,1,/wiki/BLUE_ENCOUNT,MOON STAGE,2013
SHAKALABBITS,12/28,1,/wiki/SHAKALABBITS,MOON STAGE,2013
SAKANAMON,12/28,1,/wiki/SAKANAMON,MOON STAGE,2013
キュウソネコカミ,12/28,1,/wiki/%E3%82%AD%E3%83%A5%E3%82%A6%E3%82%BD%E3%83%8D%E3%82%B3%E3%82%AB%E3%83%9F,MOON STAGE,2013
家入レオ,12/28,1,/wiki/%E5%AE%B6%E5%85%A5%E3%83%AC%E3%82%AA,MOON STAGE,2013
東京カランコロン,12/28,1,/wiki/%E6%9D%B1%E4%BA%AC%E3%82%AB%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%AD%E3%83%B3,MOON STAGE,2013
シナリオアート,12/28,1,,MOON STAGE,2013
Galileo Galilei,12/28,1,/wiki/Galileo_Galilei,MOON STAGE,2013
miwa,12/29,2,,EARTH STAGE,2013
HY,12/29,2,,EARTH STAGE,2013
NICO Touches the Walls,12/29,2,,EARTH STAGE,2013
KREVA,12/29,2,,EARTH STAGE,2013
マキシマム ザ ホルモン,12/29,2,,EARTH STAGE,2013
ザ・クロマニヨンズ,12/29,2,,EARTH STAGE,2013
RIP SLYME,12/29,2,,EARTH STAGE,2013
GOOD4NOTHING,12/29,2,,GALAXY STAGE,2013
ASPARAGUS,12/29,2,,GALAXY STAGE,2013
SCANDAL,12/29,2,/wiki/SCANDAL_(%E6%97%A5%E6%9C%AC%E3%81%AE%E3%83%90%E3%83%B3%E3%83%89),GALAXY STAGE,2013
真心ブラザーズ,12/29,2,,GALAXY STAGE,2013
電気グルーヴ,12/29,2,,GALAXY STAGE,2013
SPECIAL OTHERS,12/29,2,,GALAXY STAGE,2013
ART-SCHOOL,12/29,2,,GALAXY STAGE,2013
coldrain,12/29,2,,GALAXY STAGE,2013
eastern youth,12/29,2,,COSMO STAGE,2013
THE CHERRY COKE$,12/29,2,/wiki/THE_CHERRY_COKE$,COSMO STAGE,2013
ZAZEN BOYS,12/29,2,,COSMO STAGE,2013
locofrank,12/29,2,,COSMO STAGE,2013
Northern19,12/29,2,,COSMO STAGE,2013
藍坊主,12/29,2,,COSMO STAGE,2013
ムック,12/29,2,,COSMO STAGE,2013
中田裕二,12/29,2,,COSMO STAGE,2013
真空ホロウ,12/29,2,,MOON STAGE,2013
Rihwa,12/29,2,/wiki/Rihwa,MOON STAGE,2013
CROSSFAITH,12/29,2,,MOON STAGE,2013
坂本真綾,12/29,2,/wiki/%E5%9D%82%E6%9C%AC%E7%9C%9F%E7%B6%BE,MOON STAGE,2013
The SALOVERS,12/29,2,/wiki/The_SALOVERS,MOON STAGE,2013
アルカラ,12/29,2,,MOON STAGE,2013
小林太郎,12/29,2,,MOON STAGE,2013
山崎まさよし,12/29,2,,MOON STAGE,2013
神啓文（FREE THROW）,12/29,2,,ASTRO ARENA,2013
チームしゃちほこ,12/29,2,/wiki/%E3%83%81%E3%83%BC%E3%83%A0%E3%81%97%E3%82%83%E3%81%A1%E3%81%BB%E3%81%93,ASTRO ARENA,2013
UL,12/29,2,,ASTRO ARENA,2013
avengers in sci-fi,12/29,2,,ASTRO ARENA,2013
東京女子流,12/29,2,/wiki/%E6%9D%B1%E4%BA%AC%E5%A5%B3%E5%AD%90%E6%B5%81,ASTRO ARENA,2013
奇妙礼太郎トラベルスイング楽団,12/29,2,/wiki/%E5%A5%87%E5%A6%99%E7%A4%BC%E5%A4%AA%E9%83%8E%E3%83%88%E3%83%A9%E3%83%99%E3%83%AB%E3%82%B9%E3%82%A4%E3%83%B3%E3%82%B0%E6%A5%BD%E5%9B%A3,ASTRO ARENA,2013
小室哲哉,12/29,2,/wiki/%E5%B0%8F%E5%AE%A4%E5%93%B2%E5%93%89,ASTRO ARENA,2013
グループ魂,12/30,3,/wiki/%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E9%AD%82,EARTH STAGE,2013
クリープハイプ,12/30,3,/wiki/%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%97%E3%83%8F%E3%82%A4%E3%83%97,EARTH STAGE,2013
10-FEET,12/30,3,/wiki/10-FEET,EARTH STAGE,2013
Dragon Ash,12/30,3,/wiki/Dragon_Ash,EARTH STAGE,2013
東京スカパラダイスオーケストラ,12/30,3,,EARTH STAGE,2013
サカナクション,12/30,3,,EARTH STAGE,2013
BUMP OF CHICKEN,12/30,3,/wiki/BUMP_OF_CHICKEN,EARTH STAGE,2013
FLOWER FLOWER,12/30,3,/wiki/FLOWER_FLOWER,GALAXY STAGE,2013
HUSKING BEE,12/30,3,,GALAXY STAGE,2013
KANA-BOON,12/30,3,/wiki/KANA-BOON,GALAXY STAGE,2013
UNISON SQUARE GARDEN,12/30,3,,GALAXY STAGE,2013
androp,12/30,3,,GALAXY STAGE,2013
ストレイテナー,12/30,3,,GALAXY STAGE,2013
TOTALFAT,12/30,3,,GALAXY STAGE,2013
サンボマスター,12/30,3,,GALAXY STAGE,2013
かりゆし58,12/30,3,/wiki/%E3%81%8B%E3%82%8A%E3%82%86%E3%81%9758,COSMO STAGE,2013
KNOCK OUT MONKEY,12/30,3,/wiki/KNOCK_OUT_MONKEY,COSMO STAGE,2013
sukekiyo,12/30,3,/wiki/Sukekiyo,COSMO STAGE,2013
スガシカオ,12/30,3,,COSMO STAGE,2013
Wienners,12/30,3,/wiki/Wienners,COSMO STAGE,2013
tricot,12/30,3,/wiki/Tricot,COSMO STAGE,2013
ドレスコーズ,12/30,3,,COSMO STAGE,2013
グッドモーニングアメリカ,12/30,3,/wiki/%E3%82%B0%E3%83%83%E3%83%89%E3%83%A2%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB,COSMO STAGE,2013
THE ORAL CIGARETTES,12/30,3,/wiki/THE_ORAL_CIGARETTES,MOON STAGE,2013
ザ・チャレンジ,12/30,3,/wiki/%E3%82%B6%E3%83%BB%E3%83%81%E3%83%A3%E3%83%AC%E3%83%B3%E3%82%B8_(%E3%83%90%E3%83%B3%E3%83%89),MOON STAGE,2013
Czecho No Republic,12/30,3,,MOON STAGE,2013
ねごと,12/30,3,,MOON STAGE,2013
宇宙まお,12/30,3,,MOON STAGE,2013
赤い公園,12/30,3,/wiki/%E8%B5%A4%E3%81%84%E5%85%AC%E5%9C%92,MOON STAGE,2013
KEYTALK,12/30,3,/wiki/KEYTALK,MOON STAGE,2013
忘れらんねえよ,12/30,3,,MOON STAGE,2013
保坂壮彦（ALL IS LOVE IS ALL）,12/30,3,,ASTRO ARENA,2013
BABYMETAL,12/30,3,/wiki/BABYMETAL,ASTRO ARENA,2013
Lyu:Lyu,12/30,3,/wiki/Lyu:Lyu,ASTRO ARENA,2013
℃-ute,12/30,3,/wiki/%E2%84%83-ute,ASTRO ARENA,2013
ヒトリエ,12/30,3,/wiki/%E3%83%92%E3%83%88%E3%83%AA%E3%82%A8,ASTRO ARENA,2013
TOKYO No.1 SOUL SET,12/30,3,,ASTRO ARENA,2013
じん feat. LiSA,12/30,3,/wiki/%E3%81%98%E3%82%93,ASTRO ARENA,2013
BRADBERRY ORCHESTRA,12/30,3,/wiki/BRADBERRY_ORCHESTRA,ASTRO ARENA,2013
DJやついいちろう,12/30,3,,ASTRO ARENA,2013
エレファントカシマシ,12/31,4,,EARTH STAGE,2013
Base Ball Bear,12/31,4,,EARTH STAGE,2013
吉井和哉,12/31,4,,EARTH STAGE,2013
ONE OK ROCK,12/31,4,,EARTH STAGE,2013
RADWIMPS,12/31,4,,EARTH STAGE,2013
the HIATUS,12/31,4,,EARTH STAGE,2013
MAN WITH A MISSION,12/31,4,,EARTH STAGE,2013
back number,12/31,4,,EARTH STAGE,2013
Nothing's Carved In Stone,12/31,4,,GALAXY STAGE,2013
佐野元春 & THE COYOTE BAND,12/31,4,,GALAXY STAGE,2013
The Mirraz,12/31,4,,GALAXY STAGE,2013
Chara×THE NOVEMBERS,12/31,4,,GALAXY STAGE,2013
POLYSICS,12/31,4,,GALAXY STAGE,2013
中川翔子,12/31,4,,GALAXY STAGE,2013
髭,12/31,4,,GALAXY STAGE,2013
THE BACK HORN,12/31,4,,GALAXY STAGE,2013
THE STARBEMS,12/31,4,/wiki/%E6%97%A5%E9%AB%98%E5%A4%AE#THE_STARBEMS,GALAXY STAGE,2013
モーモールルギャバン,12/31,4,,GALAXY STAGE,2013
B-DASH,12/31,4,,GALAXY STAGE,2013
DOES,12/31,4,,GALAXY STAGE,2013
MY FIRST STORY,12/31,4,/wiki/MY_FIRST_STORY,COSMO STAGE,2013
ハルカトミユキ,12/31,4,/wiki/%E3%83%8F%E3%83%AB%E3%82%AB%E3%83%88%E3%83%9F%E3%83%A6%E3%82%AD,COSMO STAGE,2013
片想い,12/31,4,,COSMO STAGE,2013
CHABO BAND,12/31,4,,COSMO STAGE,2013
plenty,12/31,4,,COSMO STAGE,2013
ROTTENGRAFFTY,12/31,4,,COSMO STAGE,2013
TRICERATOPS,12/31,4,,COSMO STAGE,2013
さよなら、また今度ね,12/31,4,,COSMO STAGE,2013
cero,12/31,4,/wiki/Cero_(%E3%83%90%E3%83%B3%E3%83%89),COSMO STAGE,2013
音速ライン,12/31,4,,COSMO STAGE,2013
Plastic Tree,12/31,4,,COSMO STAGE,2013
MONOBRIGHT,12/31,4,,COSMO STAGE,2013
ゲスの極み乙女。,12/31,4,/wiki/%E3%82%B2%E3%82%B9%E3%81%AE%E6%A5%B5%E3%81%BF%E4%B9%99%E5%A5%B3%E3%80%82,COSMO STAGE,2013
ホフディラン,12/31,4,,MOON STAGE,2013
LAST ALLIANCE,12/31,4,,MOON STAGE,2013
COMEBACK MY DAUGHTERS,12/31,4,,MOON STAGE,2013
cinema staff,12/31,4,,MOON STAGE,2013
フルカワユタカ,12/31,4,/wiki/%E3%83%95%E3%83%AB%E3%82%AB%E3%83%AF%E3%83%A6%E3%82%BF%E3%82%AB,MOON STAGE,2013
OKAMOTO'S,12/31,4,,MOON STAGE,2013
AA=,12/31,4,,MOON STAGE,2013
SHISHAMO,12/31,4,/wiki/SHISHAMO,MOON STAGE,2013
People In The Box,12/31,4,,MOON STAGE,2013
