artist,day,day_index,detail_link,stage,year
Perfume,12/28,1,,EARTH STAGE,2016
ORANGE RANGE,12/28,1,,EARTH STAGE,2016
back number,12/28,1,,EARTH STAGE,2016
amazarashi,12/28,1,,GALAXY STAGE,2016
ナオト・インティライミ,12/28,1,,GALAXY STAGE,2016
水曜日のカンパネラ,12/28,1,,GALAXY STAGE,2016
欅坂46,12/28,1,/wiki/%E6%AC%85%E5%9D%8246,GALAXY STAGE,2016
でんぱ組.inc,12/28,1,,GALAXY STAGE,2016
Mrs. GREEN APPLE,12/28,1,,GALAXY STAGE,2016
THE ORAL CIGARETTES,12/28,1,,GALAXY STAGE,2016
ACIDMAN,12/28,1,,GALAXY STAGE,2016
ヤバイTシャツ屋さん,12/28,1,/wiki/%E3%83%A4%E3%83%90%E3%82%A4T%E3%82%B7%E3%83%A3%E3%83%84%E5%B1%8B%E3%81%95%E3%82%93,COSMO STAGE,2016
SKY-HI,12/28,1,/wiki/SKY-HI,COSMO STAGE,2016
藤原さくら,12/28,1,,COSMO STAGE,2016
Aqua Timez,12/28,1,,COSMO STAGE,2016
上白石萌音,12/28,1,/wiki/%E4%B8%8A%E7%99%BD%E7%9F%B3%E8%90%8C%E9%9F%B3,COSMO STAGE,2016
SUPER BEAVER,12/28,1,,COSMO STAGE,2016
℃-ute,12/28,1,/wiki/%E2%84%83-ute,COSMO STAGE,2016
POLYSICS,12/28,1,,COSMO STAGE,2016
三戸なつめ,12/28,1,,MOON STAGE,2016
SAKANAMON,12/28,1,,MOON STAGE,2016
女王蜂,12/28,1,,MOON STAGE,2016
Hello Speakwalker,12/28,1,,MOON STAGE,2016
Bentham,12/28,1,,MOON STAGE,2016
lynch.,12/28,1,/wiki/Lynch.,MOON STAGE,2016
マキタスポーツ presents Fly or Die,12/28,1,,MOON STAGE,2016
Silent Siren,12/28,1,,MOON STAGE,2016
出口博之(モノブライト)[DJ],12/28,1,,ASTRO ARENA,2016
魔法少女になり隊,12/28,1,,ASTRO ARENA,2016
平井大,12/28,1,/wiki/%E5%B9%B3%E4%BA%95%E5%A4%A7,ASTRO ARENA,2016
WHITE ASH,12/28,1,,ASTRO ARENA,2016
黒猫チェルシー,12/28,1,,ASTRO ARENA,2016
lecca,12/28,1,/wiki/Lecca,ASTRO ARENA,2016
四星球,12/28,1,/wiki/%E5%9B%9B%E6%98%9F%E7%90%83,ASTRO ARENA,2016
Little Glee Monster,12/28,1,,ASTRO ARENA,2016
DJピエール中野[DJ],12/28,1,,ASTRO ARENA,2016
レキシ,12/29,2,,EARTH STAGE,2016
キュウソネコカミ,12/29,2,,EARTH STAGE,2016
WANIMA,12/29,2,,EARTH STAGE,2016
湘南乃風,12/29,2,,EARTH STAGE,2016
ユニコーン,12/29,2,,EARTH STAGE,2016
[Alexandros],12/29,2,,EARTH STAGE,2016
10-FEET,12/29,2,,EARTH STAGE,2016
ROTTENGRAFFTY,12/29,2,,GALAXY STAGE,2016
スキマスイッチ,12/29,2,,GALAXY STAGE,2016
フレデリック,12/29,2,,GALAXY STAGE,2016
BLUE ENCOUNT,12/29,2,,GALAXY STAGE,2016
04 Limited Sazabys,12/29,2,,GALAXY STAGE,2016
MY FIRST STORY,12/29,2,,GALAXY STAGE,2016
くるり,12/29,2,,GALAXY STAGE,2016
LiSA,12/29,2,,GALAXY STAGE,2016
あゆみくりかまき,12/29,2,,COSMO STAGE,2016
ASPARAGUS,12/29,2,,COSMO STAGE,2016
ZAZEN BOYS,12/29,2,,COSMO STAGE,2016
The Birthday,12/29,2,,COSMO STAGE,2016
sumika,12/29,2,/wiki/Sumika,COSMO STAGE,2016
Aimer,12/29,2,,COSMO STAGE,2016
GOOD ON THE REEL,12/29,2,,COSMO STAGE,2016
go!go!vanillas,12/29,2,,COSMO STAGE,2016
DAOKO,12/29,2,,MOON STAGE,2016
SHANK,12/29,2,,MOON STAGE,2016
BACK DROP BOMB,12/29,2,,MOON STAGE,2016
Kalafina,12/29,2,,MOON STAGE,2016
OLDCODEX,12/29,2,,MOON STAGE,2016
宇宙まお,12/29,2,,MOON STAGE,2016
BURNOUT SYNDROMES,12/29,2,,MOON STAGE,2016
アルカラ,12/29,2,,MOON STAGE,2016
DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ[DJ],12/29,2,,ASTRO ARENA,2016
さユり,12/29,2,/wiki/%E3%81%95%E3%83%A6%E3%82%8A,ASTRO ARENA,2016
GOOD4NOTHING,12/29,2,,ASTRO ARENA,2016
パスピエ,12/29,2,,ASTRO ARENA,2016
感覚ピエロ,12/29,2,/wiki/%E6%84%9F%E8%A6%9A%E3%83%94%E3%82%A8%E3%83%AD,ASTRO ARENA,2016
ドレスコーズ,12/29,2,,ASTRO ARENA,2016
fripSide,12/29,2,,ASTRO ARENA,2016
柴田隆浩(忘れらんねえよ)[DJ],12/29,2,,ASTRO ARENA,2016
てんぷらDJアゲまさ a.k.a.小野武正(KEYTALK)[DJ],12/29,2,,ASTRO ARENA,2016
MONGOL800,12/30,3,,EARTH STAGE,2016
クリープハイプ,12/30,3,,EARTH STAGE,2016
東京スカパラダイスオーケストラ,12/30,3,,EARTH STAGE,2016
KANA-BOON,12/30,3,,EARTH STAGE,2016
MONOEYES,12/30,3,,EARTH STAGE,2016
RIP SLYME,12/30,3,,EARTH STAGE,2016
サカナクション,12/30,3,,EARTH STAGE,2016
岡崎体育,12/30,3,/wiki/%E5%B2%A1%E5%B4%8E%E4%BD%93%E8%82%B2,GALAXY STAGE,2016
ストレイテナー,12/30,3,,GALAXY STAGE,2016
TOTALFAT,12/30,3,,GALAXY STAGE,2016
フジファブリック,12/30,3,,GALAXY STAGE,2016
木村カエラ,12/30,3,,GALAXY STAGE,2016
Cocco,12/30,3,,GALAXY STAGE,2016
BIGMAMA,12/30,3,,GALAXY STAGE,2016
UNISON SQUARE GARDEN,12/30,3,,GALAXY STAGE,2016
GLIM SPANKY,12/30,3,,COSMO STAGE,2016
シナリオアート,12/30,3,,COSMO STAGE,2016
サニーデイ・サービス,12/30,3,,COSMO STAGE,2016
空想委員会,12/30,3,,COSMO STAGE,2016
きのこ帝国,12/30,3,,COSMO STAGE,2016
OKAMOTO'S,12/30,3,,COSMO STAGE,2016
Czecho No Republic,12/30,3,,COSMO STAGE,2016
Gotch & The Good New Times,12/30,3,,COSMO STAGE,2016
lovefilm,12/30,3,/wiki/Lovefilm,MOON STAGE,2016
佐野元春 and THE COYOTE BAND,12/30,3,,MOON STAGE,2016
雨のパレード,12/30,3,,MOON STAGE,2016
HUSKING BEE,12/30,3,,MOON STAGE,2016
おいしくるメロンパン,12/30,3,/wiki/%E3%81%8A%E3%81%84%E3%81%97%E3%81%8F%E3%82%8B%E3%83%A1%E3%83%AD%E3%83%B3%E3%83%91%E3%83%B3,MOON STAGE,2016
yonige,12/30,3,/wiki/Yonige,MOON STAGE,2016
DECAYS,12/30,3,,MOON STAGE,2016
ヒステリックパニック,12/30,3,,MOON STAGE,2016
kz(livetune)[DJ],12/30,3,,ASTRO ARENA,2016
FRONTIER BACKYARD,12/30,3,,ASTRO ARENA,2016
wacci,12/30,3,/wiki/Wacci,ASTRO ARENA,2016
グッドモーニングアメリカ,12/30,3,,ASTRO ARENA,2016
HUN-KUN,12/30,3,,ASTRO ARENA,2016
never young berch,12/30,3,/w/index.php?title=Never_young_berch&action=edit&redlink=1,ASTRO ARENA,2016
Suchmos,12/30,3,,ASTRO ARENA,2016
タナシンドローム[DJ],12/30,3,,ASTRO ARENA,2016
DJダイノジ[DJ],12/30,3,,ASTRO ARENA,2016
グループ魂,12/31,4,,EARTH STAGE,2016
the HIATUS,12/31,4,,EARTH STAGE,2016
きゃりーぱみゅぱみゅ,12/31,4,,EARTH STAGE,2016
NICO Touches the Walls,12/31,4,,EARTH STAGE,2016
エレファントカシマシ,12/31,4,,EARTH STAGE,2016
UVERworld,12/31,4,/wiki/UVERworld,EARTH STAGE,2016
RADWIMPS,12/31,4,,EARTH STAGE,2016
THE YELLOW MONKEY,12/31,4,/wiki/THE_YELLOW_MONKEY,EARTH STAGE,2016
THE BACK HORN,12/31,4,,GALAXY STAGE,2016
チャットモンチー,12/31,4,,GALAXY STAGE,2016
HEY-SMITH,12/31,4,,GALAXY STAGE,2016
Base Ball Bear,12/31,4,,GALAXY STAGE,2016
THE BAWDIES,12/31,4,,GALAXY STAGE,2016
9mm Parabellum Bullet,12/31,4,,GALAXY STAGE,2016
夜の本気ダンス,12/31,4,,GALAXY STAGE,2016
SCANDAL,12/31,4,,GALAXY STAGE,2016
androp,12/31,4,,GALAXY STAGE,2016
coldrain,12/31,4,,GALAXY STAGE,2016
SPECIAL OTHERS,12/31,4,,GALAXY STAGE,2016
HY,12/31,4,,GALAXY STAGE,2016
LAMP IN TERREN,12/31,4,,COSMO STAGE,2016
イトヲカシ,12/31,4,/wiki/%E3%82%A4%E3%83%88%E3%83%B2%E3%82%AB%E3%82%B7,COSMO STAGE,2016
ヒトリエ,12/31,4,,COSMO STAGE,2016
plenty,12/31,4,,COSMO STAGE,2016
Crystal Lake,12/31,4,/wiki/Crystal_Lake,COSMO STAGE,2016
AA=,12/31,4,,COSMO STAGE,2016
井上苑子,12/31,4,,COSMO STAGE,2016
ねごと,12/31,4,,COSMO STAGE,2016
忘れらんねえよ,12/31,4,,COSMO STAGE,2016
Dizzy sunfist,12/31,4,/w/index.php?title=Dizzy_sunfist&action=edit&redlink=1,COSMO STAGE,2016
東京カランコロン,12/31,4,,COSMO STAGE,2016
ドラマチックアラスカ,12/31,4,,COSMO STAGE,2016
dustbox,12/31,4,,COSMO STAGE,2016
ココロオークション,12/31,4,/wiki/%E3%82%B3%E3%82%B3%E3%83%AD%E3%82%AA%E3%83%BC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3,MOON STAGE,2016
パノラマパナマタウン,12/31,4,/wiki/%E3%83%91%E3%83%8E%E3%83%A9%E3%83%9E%E3%83%91%E3%83%8A%E3%83%9E%E3%82%BF%E3%82%A6%E3%83%B3,MOON STAGE,2016
麗蘭,12/31,4,,MOON STAGE,2016
め組,12/31,4,,MOON STAGE,2016
THE STARBEMS,12/31,4,,MOON STAGE,2016
G-FREAK FACTORY,12/31,4,,MOON STAGE,2016
SHE'S,12/31,4,/wiki/SHE%27S,MOON STAGE,2016
Shout it Out,12/31,4,/wiki/Shout_it_Out,MOON STAGE,2016
KNOCK OUT MONKEY,12/31,4,,MOON STAGE,2016
ザ50回転ズ,12/31,4,,MOON STAGE,2016
Goodbye holiday,12/31,4,/wiki/Goodbye_holiday,MOON STAGE,2016
LACCO TOWER,12/31,4,,MOON STAGE,2016
Rhythmic Toy World,12/31,4,,MOON STAGE,2016
DJ和[DJ],12/31,4,,ASTRO ARENA,2016
TEMPURA KIDZ,12/31,4,,ASTRO ARENA,2016
Gacharic Spin,12/31,4,,ASTRO ARENA,2016
BRADIO,12/31,4,,ASTRO ARENA,2016
渚カヲル(グループ魂),12/31,4,,ASTRO ARENA,2016
CAPSULE,12/31,4,,ASTRO ARENA,2016
植田真梨恵,12/31,4,,ASTRO ARENA,2016
a crowd of rebellion,12/31,4,,ASTRO ARENA,2016
ハヤシヒロユキ(POLYSICS)[DJ],12/31,4,,ASTRO ARENA,2016
DJやついいちろう(エレキコミック)[DJ],12/31,4,,ASTRO ARENA,2016
打首獄門同好会,12/31,4,/wiki/%E6%89%93%E9%A6%96%E7%8D%84%E9%96%80%E5%90%8C%E5%A5%BD%E4%BC%9A,ASTRO ARENA,2016
NUBO,12/31,4,,ASTRO ARENA,2016
banvox[DJ],12/31,4,,ASTRO ARENA,2016
DJライブキッズあるあるの中の人[DJ],12/31,4,,ASTRO ARENA,2016
欅坂46,12/28,1,,EARTH STAGE,2017
KEYTALK,12/28,1,,EARTH STAGE,2017
miwa,12/28,1,,EARTH STAGE,2017
KICK THE CAN CREW,12/28,1,/wiki/KICK_THE_CAN_CREW,EARTH STAGE,2017
KANA-BOON,12/28,1,,EARTH STAGE,2017
WANIMA,12/28,1,,EARTH STAGE,2017
ASIAN KUNG-FU GENERATION,12/28,1,,EARTH STAGE,2017
androp,12/28,1,,GALAXY STAGE,2017
Silent Siren,12/28,1,,GALAXY STAGE,2017
ROTTENGRAFFTY,12/28,1,,GALAXY STAGE,2017
LiSA,12/28,1,,GALAXY STAGE,2017
スキマスイッチ,12/28,1,,GALAXY STAGE,2017
Aimer,12/28,1,,GALAXY STAGE,2017
Aqua Timez,12/28,1,,GALAXY STAGE,2017
sumika,12/28,1,,GALAXY STAGE,2017
amazarashi,12/28,1,,COSMO STAGE,2017
SHANK,12/28,1,,COSMO STAGE,2017
SKY-HI & THE SUPER FLYERS,12/28,1,,COSMO STAGE,2017
SPECIAL OTHERS,12/28,1,,COSMO STAGE,2017
さユり,12/28,1,,COSMO STAGE,2017
私立恵比寿中学,12/28,1,/wiki/%E7%A7%81%E7%AB%8B%E6%81%B5%E6%AF%94%E5%AF%BF%E4%B8%AD%E5%AD%A6,COSMO STAGE,2017
Czecho No Republic,12/28,1,,COSMO STAGE,2017
藤原さくら,12/28,1,,COSMO STAGE,2017
フレンズ,12/28,1,,MOON STAGE,2017
伊東歌詞太郎,12/28,1,/wiki/%E4%BC%8A%E6%9D%B1%E6%AD%8C%E8%A9%9E%E5%A4%AA%E9%83%8E,MOON STAGE,2017
COUNTRY YARD,12/28,1,/w/index.php?title=COUNTRY_YARD&action=edit&redlink=1,MOON STAGE,2017
Gotch & The Good New Times,12/28,1,,MOON STAGE,2017
CIVILIAN,12/28,1,/wiki/CIVILIAN,MOON STAGE,2017
PUNPEE,12/28,1,/wiki/PUNPEE,MOON STAGE,2017
あゆみくりかまき,12/28,1,,MOON STAGE,2017
Little Glee Monster,12/28,1,,MOON STAGE,2017
DJ和[DJ],12/28,1,,ASTRO ARENA,2017
fripSide,12/28,1,,ASTRO ARENA,2017
チームしゃちほこ,12/28,1,,ASTRO ARENA,2017
焚吐,12/28,1,/wiki/%E7%84%9A%E5%90%90,ASTRO ARENA,2017
黒猫チェルシー,12/28,1,,ASTRO ARENA,2017
Rhythmic Toy World,12/28,1,,ASTRO ARENA,2017
天月-あまつき-,12/28,1,/wiki/%E5%A4%A9%E6%9C%88-%E3%81%82%E3%81%BE%E3%81%A4%E3%81%8D-,ASTRO ARENA,2017
スガシカオ,12/28,1,,ASTRO ARENA,2017
NGT48[SPECIAL ACT],12/28,1,/wiki/NGT48,ASTRO ARENA,2017
CHAI,12/28,1,/w/index.php?title=CHAI&action=edit&redlink=1,ASTRO ARENA,2017
DJやついいちろう(エレキコミック)[DJ],12/28,1,,ASTRO ARENA,2017
エレファントカシマシ,12/29,2,,EARTH STAGE,2017
ゴールデンボンバー,12/29,2,,EARTH STAGE,2017
きゃりーぱみゅぱみゅ,12/29,2,,EARTH STAGE,2017
東京スカパラダイスオーケストラ,12/29,2,,EARTH STAGE,2017
マキシマム ザ ホルモン,12/29,2,,EARTH STAGE,2017
the HIATUS,12/29,2,,EARTH STAGE,2017
10-FEET,12/29,2,,EARTH STAGE,2017
グループ魂,12/29,2,,GALAXY STAGE,2017
木村カエラ,12/29,2,,GALAXY STAGE,2017
フレデリック,12/29,2,,GALAXY STAGE,2017
"Fear, and Loathing in Las Vegas",12/29,2,"/wiki/Fear,_and_Loathing_in_Las_Vegas",GALAXY STAGE,2017
go!go!vanillas,12/29,2,,GALAXY STAGE,2017
Mrs. GREEN APPLE,12/29,2,,GALAXY STAGE,2017
SCANDAL,12/29,2,,GALAXY STAGE,2017
岡崎体育,12/29,2,,GALAXY STAGE,2017
ポルカドットスティングレイ,12/29,2,/wiki/%E3%83%9D%E3%83%AB%E3%82%AB%E3%83%89%E3%83%83%E3%83%88%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%83%AC%E3%82%A4,COSMO STAGE,2017
GOOD4NOTHING,12/29,2,,COSMO STAGE,2017
locofrank,12/29,2,,COSMO STAGE,2017
ZAZEN BOYS,12/29,2,,COSMO STAGE,2017
MUCC,12/29,2,,COSMO STAGE,2017
大森靖子,12/29,2,,COSMO STAGE,2017
the GazettE,12/29,2,,COSMO STAGE,2017
忘れらんねえよ,12/29,2,,COSMO STAGE,2017
lvy to Fraudulent Game,12/29,2,/w/index.php?title=Lvy_to_Fraudulent_Game&action=edit&redlink=1,MOON STAGE,2017
佐野元春 and THE COYOTE BAND,12/29,2,,MOON STAGE,2017
バンドハラスメント,12/29,2,/w/index.php?title=%E3%83%90%E3%83%B3%E3%83%89%E3%83%8F%E3%83%A9%E3%82%B9%E3%83%A1%E3%83%B3%E3%83%88&action=edit&redlink=1,MOON STAGE,2017
ASH DE HERO,12/29,2,/w/index.php?title=ASH_DE_HERO&action=edit&redlink=1,MOON STAGE,2017
NUBO,12/29,2,,MOON STAGE,2017
MOSHIMO,12/29,2,/wiki/MOSHIMO,MOON STAGE,2017
Shiggy jr.,12/29,2,,MOON STAGE,2017
Shout it Out,12/29,2,,MOON STAGE,2017
出口博之(モノブライト)[DJ],12/29,2,,ASTRO ARENA,2017
三戸なつめ,12/29,2,,ASTRO ARENA,2017
BRADIO,12/29,2,,ASTRO ARENA,2017
Awesome City Club,12/29,2,,ASTRO ARENA,2017
ヒトリエ,12/29,2,,ASTRO ARENA,2017
アンジュルム,12/29,2,/wiki/%E3%82%A2%E3%83%B3%E3%82%B8%E3%83%A5%E3%83%AB%E3%83%A0,ASTRO ARENA,2017
竹原ピストル,12/29,2,,ASTRO ARENA,2017
CAPSULE,12/29,2,,ASTRO ARENA,2017
タナシンドローム[DJ],12/29,2,,ASTRO ARENA,2017
ゲスの極み乙女。,12/30,3,,EARTH STAGE,2017
NICO Touches the Walls,12/30,3,,EARTH STAGE,2017
THE ORAL CIGARETTES,12/30,3,,EARTH STAGE,2017
KREVA,12/30,3,,EARTH STAGE,2017
凛として時雨,12/30,3,,EARTH STAGE,2017
MAN WITH A MISSION,12/30,3,,EARTH STAGE,2017
back number,12/30,3,,EARTH STAGE,2017
9mm Parabellum Bullet,12/30,3,,GALAXY STAGE,2017
TOTALFAT,12/30,3,,GALAXY STAGE,2017
THE BACK HORN,12/30,3,,GALAXY STAGE,2017
BIGMAMA,12/30,3,,GALAXY STAGE,2017
Base Ball Bear,12/30,3,,GALAXY STAGE,2017
THE BAWDIES,12/30,3,,GALAXY STAGE,2017
フジファブリック,12/30,3,,GALAXY STAGE,2017
夜の本気ダンス,12/30,3,,GALAXY STAGE,2017
Creepy Nuts,12/30,3,/wiki/Creepy_Nuts,COSMO STAGE,2017
never young berch,12/30,3,,COSMO STAGE,2017
dustbox,12/30,3,,COSMO STAGE,2017
OKAMOTO'S,12/30,3,,COSMO STAGE,2017
おいしくるメロンパン,12/30,3,,COSMO STAGE,2017
indigo la End,12/30,3,,COSMO STAGE,2017
アルカラ,12/30,3,,COSMO STAGE,2017
阿部真央,12/30,3,,COSMO STAGE,2017
SHE'S,12/30,3,,MOON STAGE,2017
Nulbarich,12/30,3,/wiki/Nulbarich,MOON STAGE,2017
Yogee New Waves,12/30,3,/wiki/Yogee_New_Waves,MOON STAGE,2017
LAMP IN TERREN,12/30,3,,MOON STAGE,2017
め組,12/30,3,,MOON STAGE,2017
パノラマパナマタウン,12/30,3,,MOON STAGE,2017
雨のパレード,12/30,3,,MOON STAGE,2017
Crystal Lake,12/30,3,,MOON STAGE,2017
DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ[DJ],12/30,3,,ASTRO ARENA,2017
NakamuraEmi,12/30,3,/wiki/NakamuraEmi,ASTRO ARENA,2017
OLDCODEX,12/30,3,,ASTRO ARENA,2017
きのこ帝国,12/30,3,,ASTRO ARENA,2017
Dizzy sunfist,12/30,3,,ASTRO ARENA,2017
ホフディラン,12/30,3,/wiki/%E3%83%9B%E3%83%95%E3%83%87%E3%82%A3%E3%83%A9%E3%83%B3,ASTRO ARENA,2017
Takaryu[DJ],12/30,3,,ASTRO ARENA,2017
DAOKO,12/30,3,,ASTRO ARENA,2017
てんぷらDJアゲまさ a.k.a.小野武正(KEYTALK)[DJ],12/30,3,,ASTRO ARENA,2017
クリープハイプ,12/31,4,,EARTH STAGE,2017
キュウソネコカミ,12/31,4,,EARTH STAGE,2017
MY FIRST STORY,12/31,4,,EARTH STAGE,2017
04 Limited Sazabys,12/31,4,,EARTH STAGE,2017
BLUE ENCOUNT,12/31,4,,EARTH STAGE,2017
サンボマスター,12/31,4,,EARTH STAGE,2017
[Alexandros],12/31,4,,EARTH STAGE,2017
氣志團,12/31,4,,EARTH STAGE,2017
Nothing's Carved In Stone,12/31,4,,GALAXY STAGE,2017
MONOEYES,12/31,4,,GALAXY STAGE,2017
ACIDMAN,12/31,4,,GALAXY STAGE,2017
感覚ピエロ,12/31,4,,GALAXY STAGE,2017
ストレイテナー,12/31,4,,GALAXY STAGE,2017
でんぱ組.inc,12/31,4,,GALAXY STAGE,2017
HEY-SMITH,12/31,4,,GALAXY STAGE,2017
ヤバイTシャツ屋さん,12/31,4,,GALAXY STAGE,2017
グッドモーニングアメリカ,12/31,4,,GALAXY STAGE,2017
the band apart,12/31,4,,GALAXY STAGE,2017
FLOWER FLOWER,12/31,4,,GALAXY STAGE,2017
打首獄門同好会,12/31,4,,GALAXY STAGE,2017
神様、僕は気づいてしまった,12/31,4,/wiki/%E7%A5%9E%E6%A7%98%E3%80%81%E5%83%95%E3%81%AF%E6%B0%97%E3%81%A5%E3%81%84%E3%81%A6%E3%81%97%E3%81%BE%E3%81%A3%E3%81%9F,COSMO STAGE,2017
yonige,12/31,4,,COSMO STAGE,2017
175R,12/31,4,,COSMO STAGE,2017
POLYSICS,12/31,4,,COSMO STAGE,2017
Yap!!!,12/31,4,/w/index.php?title=Yap!!!&action=edit&redlink=1,COSMO STAGE,2017
tacica,12/31,4,,COSMO STAGE,2017
GLIM SPANKY,12/31,4,,COSMO STAGE,2017
ねごと,12/31,4,,COSMO STAGE,2017
SUPER BEAVER,12/31,4,,COSMO STAGE,2017
空想委員会,12/31,4,,COSMO STAGE,2017
The Mirraz,12/31,4,,COSMO STAGE,2017
SWANKY DANK,12/31,4,,COSMO STAGE,2017
ビッケブランカ,12/31,4,/wiki/%E3%83%93%E3%83%83%E3%82%B1%E3%83%96%E3%83%A9%E3%83%B3%E3%82%AB,COSMO STAGE,2017
麗蘭,12/31,4,,MOON STAGE,2017
G-FREAK FACTORY,12/31,4,,MOON STAGE,2017
宇宙まお,12/31,4,,MOON STAGE,2017
魔法少女になり隊,12/31,4,,MOON STAGE,2017
YAJIKO GIRL,12/31,4,/w/index.php?title=YAJIKO_GIRL&action=edit&redlink=1,MOON STAGE,2017
teto,12/31,4,/wiki/Teto,MOON STAGE,2017
ENTH,12/31,4,/wiki/ENTH,MOON STAGE,2017
Saucy Dog,12/31,4,/w/index.php?title=Saucy_Dog&action=edit&redlink=1,MOON STAGE,2017
マキタスポーツ,12/31,4,,MOON STAGE,2017
ココロオークション,12/31,4,,MOON STAGE,2017
アカシック,12/31,4,/wiki/%E3%82%A2%E3%82%AB%E3%82%B7%E3%83%83%E3%82%AF,MOON STAGE,2017
Official髭男dism,12/31,4,/wiki/Official%E9%AB%AD%E7%94%B7dism,MOON STAGE,2017
Xmas Eileen,12/31,4,/w/index.php?title=Xmas_Eileen&action=edit&redlink=1,MOON STAGE,2017
DJピエール中野[DJ],12/31,4,,ASTRO ARENA,2017
Bentham,12/31,4,,ASTRO ARENA,2017
東京カランコロン,12/31,4,,ASTRO ARENA,2017
"SOIL & ""PIMP"" SESSIONS",12/31,4,,ASTRO ARENA,2017
パスピエ,12/31,4,,ASTRO ARENA,2017
上白石萌音,12/31,4,,ASTRO ARENA,2017
ReVision of Sence,12/31,4,/wiki/ReVision_of_Sence,ASTRO ARENA,2017
あいみょん,12/31,4,/wiki/%E3%81%82%E3%81%84%E3%81%BF%E3%82%87%E3%82%93,ASTRO ARENA,2017
シシド・カフカ,12/31,4,,ASTRO ARENA,2017
DJダイノジ[DJ],12/31,4,,ASTRO ARENA,2017
電波少女,12/31,4,/wiki/%E9%9B%BB%E6%B3%A2%E5%B0%91%E5%A5%B3,ASTRO ARENA,2017
Survive Said The Prophet,12/31,4,/wiki/Survive_Said_The_Prophet,ASTRO ARENA,2017
DJライブキッズあるあるの中の人[DJ],12/31,4,,ASTRO ARENA,2017
柴田隆浩(忘れらんねえよ)[DJ],12/31,4,,ASTRO ARENA,2017
